Guid,AccountId,SuppliedName,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Subject,Priority,Description,ClosedDate,IsEscalated,Comments,Application__c,TypeDetail__c
775847b7-8c54-4afc-90a4-c7da0c3b973e,c6917ff6-fa3a-4268-af25-9786647ad259,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
374800ec-b2fc-41b9-9742-dbfc17500742,1e27a0f8-eb8c-4d92-a06d-87427627b543,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
a77cf414-f278-4df3-a8ca-a5d82f8048de,caf51328-8769-4593-893b-04e2b34a246f,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
bdecc8c1-4986-4ed1-bb4c-700956041352,fbe82b49-3600-48c7-8ea5-797304010915,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
e2d8e136-c76f-4b8a-9b88-58600ca4af81,ab64517f-1f3b-47a7-a1fd-8ecea56da292,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
4cc579c2-812c-468e-8947-bd9bb716a88f,a1d22532-27d5-4c5d-9dd8-ffbddc328fbd,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
093db19b-6f6d-47d9-b65f-1fc1a6e6fa79,0877a566-c2a3-4c82-9bc2-9d651a1a7452,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
7bbdeae5-ba09-4587-82c7-15ac322fd1b1,b668ff72-3239-4524-9755-1d088e5687ae,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
2428718d-49ab-4293-8b5a-cbd7eb32f65f,c0f70127-fadf-4373-b1f1-d579d21ec2d0,#N/A,#N/A,#N/A,Problem,New,Existing problem,Full Trial Requested,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
71134686-426c-4b2f-b300-43973f20c720,d1e7fe16-afbf-4b21-881a-79c9518bfc60,#N/A,#N/A,#N/A,Question,On Hold,Complex functionality,Adding to dynamic QM/ link,Medium,EMEA Case,#N/A,false,#N/A,#N/A,#N/A
cc31c82d-1dd6-4cae-a99f-d4d3c8ed92ff,fa522d04-105c-4ae1-8e04-b716a1e04e7e,#N/A,#N/A,#N/A,Problem,Closed,User didn't attend training,Brett would like some help with a new template.,Medium,User Needs Help,2024-08-21T17:26:05.000Z,false,#N/A,#N/A,#N/A
9e255dba-9306-4e8b-837b-577a9fcf2f0f,f397bda6-61c8-4b50-a661-180aec6e86ad,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
70c2c845-dcea-4467-92a2-7870da4b4455,218bf119-ad62-4668-8e73-b3c500f5bb13,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
4ccaafbd-e076-46d2-889e-da7d5e4d20ed,d221d4bb-3efe-4d72-bf12-0751eb4a9296,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
cd9f9d38-ed3e-47ad-ad96-d8b91a40c784,bf591d28-a62b-44bc-8082-c3ef0ece3886,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
7e49bc5d-f429-47bc-8289-3125d6b97cc5,963fa712-67b9-41b5-8bea-59b24f9df95e,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
c99ab1ec-4440-4ba7-943e-1b5854b42daf,6f09e493-6a32-46d8-91f4-d1c1d0303a91,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,2024-08-21T17:26:08.000Z,false,#N/A,#N/A,#N/A
c0ab1fdd-cf12-4489-87f8-972cfa37b145,e7f1ac55-792d-4024-9b0f-66e250f52604,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
f28e808b-350d-499a-81ca-7f1c33a6826d,75d0e60f-b11c-476f-89e3-bcd2c10821fa,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-08-21T17:26:14.000Z,false,#N/A,#N/A,#N/A
deacafbd-80de-48c3-afb8-2edcff04d0cd,866beba2-4413-498a-bf47-63cbb9d5bb48,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
b277f145-8f10-4994-91b3-405168ddc4b8,42257c21-626b-4e88-801d-ece66b811ce1,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
10b3d677-0cf3-4757-afba-738fc699f0f0,42257c21-626b-4e88-801d-ece66b811ce1,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
76cd604c-1253-4571-9ab5-e99d455cea1d,f3f54a84-6f83-4a94-bce8-066375fb1e50,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-08-21T17:25:56.000Z,false,#N/A,#N/A,#N/A
44a5aaca-76b5-4c71-a0d9-b042797cead4,af5306f0-383e-4977-b4f7-fee0efaa1be6,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
7f75ad84-0584-4f45-984f-d9d0ea68f72d,0559b0b9-f82f-462c-866f-ee5ec093adc5,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-08-21T17:26:14.000Z,false,#N/A,#N/A,#N/A
bf82e8d6-f72a-4d1f-ac85-763759df8597,8387b2ff-2279-48b7-b907-dde12c7a1f3d,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-08-21T17:25:56.000Z,false,#N/A,#N/A,#N/A
e3bf2e11-c7bc-4ef8-98ad-b55f576c4847,c6917ff6-fa3a-4268-af25-9786647ad259,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
f3b23d00-7f4f-4c54-a92b-9e3121428e6b,1e7201f0-3122-4f6d-93f7-6e3a536798c7,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
2fe2a0ee-d435-4b87-913c-d649114f25e6,7be5788b-b87b-480f-88a1-fd966ade7ac6,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
d56a0813-fe8f-4ca6-8a40-88b5a3ca24b7,90c17308-dd04-4d27-ba07-2043e772f31e,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
cee0bd87-c755-4a13-8ac9-8012854ac3a2,75d0e60f-b11c-476f-89e3-bcd2c10821fa,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
997b5bd2-9a3b-4cd4-b48e-4e16c5184c46,d8278d26-4a4a-4dc6-8a34-9d99b5469581,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
7d1d5ec7-26bb-475c-b4e1-06d9ad8987a0,fcb50842-1311-422f-9d5d-77db7ce3073e,#N/A,#N/A,#N/A,Feature Request,New,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
584f9c2b-0e61-479a-bfd2-eb19a58192f1,18a64b69-ab47-49c4-a92b-245ce84afc35,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
29772e62-3d84-4372-878e-09320418185f,bedbb742-81b5-422f-b1d8-e7c9efcbadea,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
2725830c-43d8-431f-b3e2-0947c4464110,cb99af38-cf2a-45e1-ac99-4530f0d87f7a,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
a99a35e1-0206-4f67-8148-a7b5554f665e,fa522d04-105c-4ae1-8e04-b716a1e04e7e,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
311b009d-88d4-4342-aa73-6575fce570ae,a1d22532-27d5-4c5d-9dd8-ffbddc328fbd,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
2b0dfb85-c65d-4197-b8cb-8d850ffe74fc,a63edf52-6bad-4710-ac45-7b9611541238,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
19607df0-e1ff-4c69-9362-ae32af90ebb0,fa1f59b6-baeb-46d0-9fb8-e94cfaa878d3,#N/A,#N/A,#N/A,Problem,Closed,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,2024-08-21T17:26:05.000Z,false,#N/A,#N/A,#N/A
0b67a0a2-cd45-441e-8708-e13a09e78df3,d6bc626e-b2a3-40d7-8dd0-36c12ca4b874,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
2540b955-b44b-452c-9498-65029d1ba1e8,90c17308-dd04-4d27-ba07-2043e772f31e,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-08-21T17:26:03.000Z,false,#N/A,#N/A,#N/A
c634fe8c-c68c-40f1-9b63-325e77593379,f3f54a84-6f83-4a94-bce8-066375fb1e50,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,2024-08-21T17:26:05.000Z,false,#N/A,#N/A,#N/A
75ad40fc-88fb-4714-a66b-f07e373d6ae4,24e9f70f-c385-4e09-ac7c-95fca549c5f2,#N/A,#N/A,#N/A,Problem,On Hold,User didn't attend training,Integration not working,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
219a09a8-4bd1-4164-9ed8-da07cf4dc920,32c87a3c-389d-4063-b28f-0dc183a500aa,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
70dd4777-2bd2-4bb2-9c58-931944b90d83,a63edf52-6bad-4710-ac45-7b9611541238,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
c4ba633e-3c2f-4ad2-a938-39564915be12,961b9f89-59dc-4218-a555-f62a832bad7f,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
7c967a94-6f66-4e87-803a-69acff6d84b1,8935e75f-d5c0-4863-ab47-e2a17be1cb9d,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
f5fece07-dad9-4b0b-b3fa-68cdec96871c,64668e53-9fb1-4bfb-aa43-80bba795a6de,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
58fe858a-6d16-4822-90d0-ddf44ea75667,fcb50842-1311-422f-9d5d-77db7ce3073e,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
da6f94ad-9bb9-45f9-9168-3412af8fc1fc,902e31d1-9918-4ff5-8b86-bd5f8f4448af,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
1dbeab95-fb59-4a3a-90be-1aa49e32dd26,94f3025f-dca1-4df8-b7ec-9dda966e228d,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
876d1c0a-ccea-474d-921e-28c4f3315d41,a5aa7c75-f06d-4c5c-b618-b35262ec8121,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
b9d12292-9c8e-41c0-ac47-09b5c18d2371,cb99af38-cf2a-45e1-ac99-4530f0d87f7a,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
196392d5-52f5-492f-bc37-ed7d73318286,d8278d26-4a4a-4dc6-8a34-9d99b5469581,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
2c5d678b-72ac-4717-bf3a-3e6d3d9615ad,cdabd1c4-7af7-4856-b85a-f914f125c256,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
5b3307fc-326a-44bb-86c2-817213e78c19,18973a35-a6a4-4677-80bd-9e68134f50b6,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
6d926e29-85e1-4153-9d66-eaae7bc5fba7,2bf33df0-1ef1-4e67-87f1-4ab40cc4f13f,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
90bc86ca-109f-4052-9e4c-a8508069dea7,33054ccf-ee83-4e6c-95a1-5415e104c081,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
b87f4cf8-5a9e-4cff-9e91-886045572f12,71380217-6fe7-4fae-bf50-646258373013,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
b03eeef1-e554-40ac-83e9-ff7ae49cd5ee,498fa26e-6e4e-4ace-b1f6-49f12603af85,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
14baf8f0-88b8-4549-82d9-1228c71f37f7,04239a23-58bf-478e-80f3-3e3c8d8c08b9,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
5ba8e7e9-3864-4f21-8a95-5b4905e74171,0877a566-c2a3-4c82-9bc2-9d651a1a7452,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,2024-08-21T17:26:03.000Z,false,#N/A,#N/A,#N/A
2612e4b1-c435-49ef-aabf-76ac4ca6ac54,a5566fd1-1242-4470-b5c2-fc5c64a3a863,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
22865775-a40c-4f9d-822f-d0cfb89c6af7,a606e47b-3536-4bbf-bcf6-b53cecae9a8e,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,2024-08-21T17:26:05.000Z,false,#N/A,#N/A,#N/A
6afd2c21-2f0d-4419-a3d6-7f0f8144f1dc,3801daa2-f959-4117-92ae-3ed302377bdf,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
7162da33-f210-41b2-baa5-580fe28bd0b2,ebcd2db4-7c06-4fdd-9cc5-4cb4582bb147,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
b3d9dad6-a89f-4a78-902a-32645afc0b1b,2cba0e46-0694-4509-a74f-7d434086b2ad,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
c53802c6-40bc-4936-b2f1-b91ace9379a0,a3e87acf-b1f5-4cdd-a1c2-9ba65a993ce5,#N/A,#N/A,#N/A,Question,Escalated,Instructions not clear,What are your support hours?,Medium,Can I call on Saturdays?,#N/A,false,#N/A,#N/A,#N/A
074fdb16-66d2-4298-b37e-463b1e922efb,2bf33df0-1ef1-4e67-87f1-4ab40cc4f13f,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
b6daab2c-72b1-49cc-8dd6-2802c02075ce,94489879-3e39-405e-97ee-314269e20b3e,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
29ec3d1b-91ed-404f-bc72-e3ae46add33b,f8c32c41-3ce2-46f4-8952-52159bf5d6b9,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
4189a531-04a2-4826-bef3-1fb7cd4928f7,a63edf52-6bad-4710-ac45-7b9611541238,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
d04cfbcc-047a-43b0-ab23-85f3dc009081,909a73a5-6469-41d3-bca4-2970c688c788,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
aad8d513-b58a-4a5f-ad7f-868310018508,809a7c29-0134-4501-8765-9e3068a46055,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8131ae41-3d03-4e9c-80d7-3a38465a0abf,caf51328-8769-4593-893b-04e2b34a246f,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
b6220140-3c3e-4de8-b217-e736ee6025b8,2be5173b-2455-4ecc-968d-e622a896cfe2,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
65660bfa-4e69-4919-b08c-882e310cb6c6,1131bb81-2f20-4695-8cda-9aac8653467c,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,How to remove the Salesforce Id from the Document's name,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
e7300ff5-0d24-47d3-a4e9-d56a17a9dcf5,52d6cf70-551d-41b4-84e8-9d84ee63d1be,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
c429788b-1a25-40e3-a727-bb09fc8573c9,245a82ba-3220-4d32-8404-2b0cf11c61ba,#N/A,#N/A,#N/A,Problem,Approved,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
5e0e84ae-79e7-485e-a197-824163010bf3,b668ff72-3239-4524-9755-1d088e5687ae,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-08-21T17:26:03.000Z,false,#N/A,#N/A,#N/A
229a762c-3913-4b5c-9130-993b39d783ca,1e7201f0-3122-4f6d-93f7-6e3a536798c7,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
68165471-d22c-4c91-9bd2-f0164bb796ba,42257c21-626b-4e88-801d-ece66b811ce1,#N/A,#N/A,#N/A,Question,New,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
887a2cfb-113b-4de5-906b-eaf2f3791a14,0938a1cc-70d6-4bcd-b7d7-890a7891544d,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
66a8cf60-a881-44fe-ac42-5eb282517c71,957b9bf5-b619-466b-8fce-d7fc114ab3b0,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
a7239faf-9340-4bcf-844d-1dc2444b0dc0,a1d22532-27d5-4c5d-9dd8-ffbddc328fbd,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
1d6f4ab3-f177-4ec1-8cf2-0f4c44a53b48,32c87a3c-389d-4063-b28f-0dc183a500aa,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
f69fe3ac-40c6-4d91-982c-57070377a90c,7cdc7de7-12ab-47c6-b059-3d44c9b94cee,#N/A,#N/A,#N/A,Problem,Escalated,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
179f9486-1b48-4cea-a8a0-05afd193f277,3caa8188-678e-41d3-957a-7390d5dac12d,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
19949438-d91f-4c35-8636-a1597c8794e9,6f09e493-6a32-46d8-91f4-d1c1d0303a91,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
24b6dedf-a231-4319-840b-5790edfa9836,fcb50842-1311-422f-9d5d-77db7ce3073e,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
eefbfc79-962e-45c6-b3a2-ea88f2a98a48,94489879-3e39-405e-97ee-314269e20b3e,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,2024-08-21T17:25:58.000Z,false,#N/A,#N/A,#N/A
6f7d43b4-f409-4678-9912-00ddfd0790da,83f11b7d-7308-447d-8fd3-a9cd4494668b,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
e3853fbb-0584-417f-87a8-eee212c93185,376950b9-6649-4440-a8f2-e3e6d8431ebc,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
c67e963e-879e-4e41-9e2c-88987fe5c66e,d85202b5-5ab4-4d1d-9118-2a29fcded4c5,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
c5f87444-f3e0-442b-b87c-026288060b56,90c17308-dd04-4d27-ba07-2043e772f31e,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
